,Quý,Thu nhập lãi thuần(MilVND),Chi phí hoạt động(MilVND),Tổng TNTT(MilVND),Tổng LNST(MilVND),LNST của CĐ Ngân hàng mẹ(MilVND),Tổng tài sản(MilVND)," - Tiền, vàng gửi và cho vay các TCTD(MilVND)", - Cho vay khách hàng(MilVND),Nợ phải trả(MilVND), - Tiền gửi và vay các TCTD(MilVND), - Tiền gửi của khách hàng(MilVND),Vốn và các quỹ(MilVND), - Vốn của TCTD(MilVND), - Lợi nhuận chưa phân phối(MilVND),EPS của 4 quý gần nhất(VND),BVPS cơ bản(VND),P/E cơ bản(Times),ROEA(%),ROAA(%)
0,2009Q1,1650510.0,724944.0,1206290.0,1204597.0,1204597.0,193280787.0,21981945.0,122275138.0,179909728.0,5216327.0,128095789.0,13371059.0,8121602.0,2606242.0,1560.0,17316.0,0.0,9.37,0.62
1,2009Q3,2088193.0,1381006.0,839238.0,450874.0,438619.0,226569995.0,14840413.0,154612849.0,209953662.0,6031434.0,145200227.0,16411375.0,12250858.0,2567998.0,1485.0,14541.0,24.78,5.35,0.39
2,2009Q4,2471727.0,2145793.0,596271.0,754677.0,752278.0,245411855.0,23842278.0,161658925.0,228215635.0,14807836.0,148507411.0,16988991.0,12217858.0,2845230.0,2145.0,15097.0,13.75,4.5,0.32
3,2010Q1,2249395.0,1293616.0,1171113.0,987733.0,984226.0,263811694.0,25281894.0,175032633.0,246105658.0,12693761.0,156690701.0,17509827.0,12217858.0,3675766.0,1943.0,15560.0,14.41,6.54,0.39
4,2010Q2,3076240.0,1999384.0,972024.0,632404.0,633872.0,294637802.0,33654828.0,184806682.0,278039694.0,19499962.0,155131206.0,16403368.0,11446938.0,1796846.0,2506.0,14577.0,10.54,3.74,0.23
5,2010Q3,3009681.0,1678264.0,1484775.0,1219745.0,1226447.0,321339287.0,34676095.0,204562934.0,303973588.0,21902927.0,172936113.0,17174049.0,11448438.0,2887851.0,3196.0,15262.0,5.91,7.31,0.4
6,2010Q4,3745214.0,2149684.0,878307.0,570035.0,560110.0,367931807.0,51004236.0,231317575.0,350269511.0,31706255.0,203248912.0,17460721.0,15265872.0,151866.0,2866.0,11508.0,8.03,3.23,0.16
7,2011Q1,4200925.0,1938013.0,1161832.0,997142.0,995906.0,395843604.0,56962606.0,247146494.0,373024557.0,53492790.0,192415067.0,22615899.0,18806356.0,3213537.0,2659.0,13415.0,10.6,4.88,0.26
8,2011Q2,5094560.0,3745263.0,2751928.0,1993205.0,1989710.0,394664684.0,39555405.0,258916716.0,371894065.0,46606927.0,187357233.0,22563977.0,18806356.0,3158013.0,3353.0,13385.0,8.11,8.81,0.5
9,2011Q3,5356987.0,3177064.0,2062547.0,1582200.0,1579331.0,414985844.0,48106607.0,269608615.0,390463027.0,41426207.0,223403322.0,24313306.0,18795592.0,4656761.0,3268.0,14422.0,7.71,6.74,0.39
10,2011Q4,5345252.0,894719.0,2409051.0,1778513.0,1770522.0,460838203.0,65425354.0,290388554.0,432120343.0,71515564.0,256011819.0,28509348.0,22173891.0,4553309.0,3831.0,14093.0,4.62,6.7,0.4
11,2012Q1,4359025.0,2178359.0,2016620.0,1540306.0,1534722.0,406852355.0,21781938.0,282099059.0,376632192.0,51481017.0,241464180.0,30005957.0,22173891.0,6055700.0,3921.0,14833.0,5.61,5.25,0.35
12,2012Q2,4680326.0,3197599.0,799984.0,613986.0,609069.0,405039788.0,20917248.0,279331052.0,374214337.0,43735400.0,252147827.0,30617477.0,26219756.0,2602333.0,2809.0,11678.0,7.15,2.01,0.15
13,2012Q3,4680148.0,1666335.0,3489838.0,2711883.0,2708116.0,443006977.0,40702113.0,295218952.0,409804550.0,61675999.0,270634244.0,32990452.0,26219755.0,4973527.0,3015.0,12583.0,5.84,8.52,0.64
14,2012Q4,4702367.0,2374871.0,1896418.0,1350710.0,1346843.0,503605815.0,57823734.0,329683302.0,469756690.0,97141539.0,288271375.0,33633283.0,26219755.0,4676824.0,2541.0,12829.0,8.15,4.04,0.28
15,2013Q1,4645819.0,2567419.0,1369819.0,1042456.0,1039552.0,499847289.0,51874782.0,319746200.0,464981297.0,87413212.0,302797098.0,34647245.0,26219755.0,5689074.0,2200.0,13215.0,8.55,3.05,0.21
16,2013Q2,4684831.0,2084690.0,2825798.0,2128898.0,2123897.0,522601489.0,62144850.0,329278036.0,474394348.0,80742178.0,307699241.0,47991057.0,44081515.0,3589047.0,2674.0,14693.0,7.48,5.14,0.42
17,2013Q3,4629810.0,2198744.0,2910184.0,2190072.0,2186729.0,528608920.0,62862206.0,339399258.0,478290605.0,76514893.0,329479805.0,50109677.0,41633052.0,5695008.0,2335.0,15342.0,7.11,4.46,0.42
18,2013Q4,4333322.0,3055692.0,705756.0,502393.0,498113.0,576383612.0,73079476.0,372989119.0,522094239.0,80464091.0,364497659.0,54076455.0,46205524.0,4205474.0,1881.0,14523.0,8.61,0.96,0.09
19,2014Q1,4224230.0,2505396.0,1457705.0,1139959.0,1135627.0,558784227.0,69042430.0,349837758.0,503374534.0,72339454.0,354302318.0,55192443.0,46205524.0,5295268.0,1768.0,14823.0,9.56,2.08,0.2
20,2014Q2,4495077.0,1976438.0,2414964.0,1884392.0,1882187.0,597636191.0,54066165.0,372499172.0,544054344.0,88388535.0,377690458.0,53364042.0,46205524.0,3439919.0,1604.0,14332.0,9.04,3.47,0.33
21,2014Q3,4509353.0,2773069.0,1607459.0,1251415.0,1247709.0,620999087.0,60469949.0,393466651.0,566184971.0,93873419.0,397867365.0,54602464.0,46205813.0,4680739.0,1296.0,14665.0,11.11,2.31,0.2
22,2014Q4,4351526.0,2794582.0,1822349.0,1451442.0,1446590.0,661131589.0,75433624.0,435523078.0,605893411.0,103769865.0,424181174.0,55012808.0,46208816.0,4215157.0,1534.0,14775.0,9.0,2.64,0.23
23,2015Q1,4692426.0,2181783.0,1563972.0,1248034.0,1245088.0,645834914.0,56311199.0,444261060.0,589299508.0,77750049.0,428455767.0,56535406.0,46208816.0,5486396.0,1564.0,15184.0,11.06,2.23,0.19
24,2015Q2,4928123.0,2403077.0,2314611.0,1787140.0,1781473.0,685746598.0,47885834.0,475529003.0,631151183.0,103807877.0,449204510.0,54595415.0,46208816.0,3516450.0,1536.0,14663.0,12.5,3.21,0.27
25,2015Q3,4909041.0,2780890.0,1846897.0,1426797.0,1423112.0,710691568.0,57024216.0,494898422.0,654779250.0,91515867.0,468834821.0,55912318.0,46208816.0,4617037.0,1584.0,15016.0,12.38,2.58,0.2
26,2015Q4,4309395.0,3353707.0,1619961.0,1254907.0,1248248.0,779483487.0,66018789.0,533530118.0,723373341.0,99169216.0,492960064.0,56110146.0,46208778.0,3942373.0,1530.0,15070.0,12.15,2.23,0.17
27,2016Q1,5377599.0,2645942.0,2404963.0,1923631.0,1919475.0,791737399.0,64102464.0,547865959.0,733719657.0,104462465.0,503441169.0,58017742.0,46208778.0,5876090.0,1711.0,15582.0,9.58,3.36,0.24
28,2016Q2,5886171.0,3011846.0,1867981.0,1491051.0,1488343.0,850209814.0,81757505.0,586830459.0,790698411.0,88102101.0,576364532.0,59511403.0,46208778.0,7344844.0,1633.0,15983.0,10.29,2.53,0.18
29,2016Q3,5939491.0,3046766.0,2212252.0,1779313.0,1774946.0,900754353.0,79086786.0,618512355.0,839453672.0,67360857.0,625486042.0,61300681.0,46208767.0,9069773.0,1727.0,16464.0,9.81,2.94,0.2
30,2016Q4,5201731.0,4197103.0,2044823.0,1631427.0,1622674.0,948699076.0,94469281.0,655125731.0,885726893.0,85151867.0,654422705.0,62972183.0,46208767.0,9662525.0,1828.0,16913.0,8.23,2.61,0.18
31,2017Q1,6165524.0,3114304.0,2544073.0,2039127.0,2031656.0,987383026.0,87317146.0,690325740.0,928919393.0,110412210.0,666327688.0,58463633.0,46208767.0,5130282.0,1858.0,15702.0,9.74,3.42,0.21
32,2017Q2,7319397.0,3559871.0,2269556.0,1881862.0,1872815.0,1035638682.0,107779682.0,721967181.0,975318623.0,119223170.0,692930741.0,60320059.0,46208767.0,6897572.0,1961.0,16200.0,10.33,3.15,0.19
33,2017Q3,6432242.0,3368615.0,2418555.0,1951708.0,1950311.0,1062291875.0,92536624.0,753886890.0,1000011803.0,113113780.0,725041404.0,62280072.0,46208756.0,8796990.0,2008.0,16727.0,9.21,3.18,0.19
34,2017Q4,7155824.0,5025981.0,1973802.0,1586202.0,1577575.0,1095022339.0,107505056.0,782385040.0,1031336939.0,115655865.0,752370223.0,63685400.0,46208756.0,9165251.0,1996.0,17104.0,12.12,2.5,0.15
35,2018Q1,7233573.0,3455427.0,3027693.0,2440537.0,2428579.0,1114094907.0,104458035.0,816310042.0,1047923020.0,111967071.0,789272736.0,66171887.0,46208756.0,11603442.0,2103.0,17772.0,16.45,3.74,0.22
36,2018Q2,7206861.0,3663247.0,2237934.0,1812339.0,1808113.0,1140081446.0,82063827.0,855081224.0,1072038983.0,84200817.0,852448921.0,68042463.0,46208756.0,13372385.0,2085.0,18274.0,11.63,2.69,0.16
37,2018Q3,7507069.0,3580668.0,2330121.0,1872915.0,1871488.0,1172517257.0,103957229.0,875799289.0,1102602132.0,123346939.0,825749141.0,69915125.0,46208744.0,15153067.0,2064.0,18777.0,13.35,2.71,0.16
38,2018Q4,572478.0,3557669.0,-853421.0,-698219.0,-687149.0,1164318266.0,130562013.0,851921034.0,1096849459.0,110873268.0,825816119.0,67468807.0,46416214.0,12009703.0,1456.0,18120.0,13.26,-1.0,-0.06
39,2019Q1,7949636.0,3237794.0,3152941.0,2539084.0,2528201.0,1146773760.0,110916146.0,845319469.0,1076648264.0,95782417.0,824612550.0,70125496.0,46416214.0,14512713.0,1483.0,18834.0,15.14,3.68,0.22
40,2019Q2,8227205.0,3619264.0,2181963.0,1768276.0,1766664.0,1183796060.0,120540195.0,872517451.0,1111298817.0,96386168.0,846859983.0,72497243.0,46729363.0,16231997.0,1472.0,19471.0,13.25,2.48,0.15
41,2019Q3,8329850.0,3752698.0,3121422.0,2517146.0,2511143.0,1202209786.0,124579397.0,882446539.0,1127331143.0,93380834.0,865466194.0,74878643.0,46724637.0,18752062.0,1643.0,20110.0,12.87,3.41,0.21
42,2019Q4,8692147.0,5129759.0,3324006.0,2653766.0,2655195.0,1240789413.0,129315202.0,922330111.0,1163433833.0,109483059.0,892782111.0,77355580.0,46724182.0,19837055.0,2541.0,20775.0,8.23,3.49,0.22
43,2020Q1,8418438.0,3317572.0,2974427.0,2404717.0,2414466.0,1222651543.0,126351102.0,910544322.0,1143840309.0,91560433.0,895750503.0,78811234.0,46724637.0,21287557.0,2510.0,21166.0,6.85,3.09,0.2
44,2020Q2,7797899.0,3281706.0,4485578.0,3610243.0,3571650.0,1239556783.0,130011162.0,928563088.0,1158537342.0,113721935.0,913319796.0,81019441.0,46724637.0,23579527.0,2995.0,21760.0,7.19,4.47,0.29
45,2020Q3,9078280.0,3748792.0,2904024.0,2341649.0,2336652.0,1261204481.0,128657592.0,942889055.0,1177882018.0,125879374.0,939175387.0,83322463.0,46724652.0,25895094.0,2948.0,22378.0,9.0,2.84,0.19
46,2020Q4,10286763.0,5713435.0,6706311.0,5384390.0,5356339.0,1341392922.0,102532918.0,1002770924.0,1255997908.0,128519115.0,990331385.0,85395014.0,46724652.0,25984590.0,3674.0,22935.0,9.4,6.35,0.41
47,2021Q1,10642136.0,3512229.0,8060191.0,6471151.0,6461533.0,1343984509.0,139620432.0,1003228487.0,1252147404.0,123597851.0,1003700363.0,91837105.0,46724652.0,32438131.0,4761.0,24665.0,8.43,7.29,0.48
48,2021Q2,10878584.0,4187076.0,2790066.0,2238561.0,2206426.0,1473022358.0,152895821.0,1057905018.0,1379832802.0,164527010.0,1039519813.0,93189556.0,46724652.0,33731825.0,4394.0,25028.0,11.99,2.38,0.16
49,2021Q3,9871806.0,3646918.0,3060627.0,2465637.0,2459772.0,1447809011.0,112616156.0,1063141547.0,1352207779.0,160353249.0,1072892689.0,95601232.0,57548112.0,25386698.0,4189.0,19893.0,7.26,2.61,0.17
50,2021Q4,10395939.0,5831801.0,3678083.0,2985705.0,2920816.0,1531468324.0,149265358.0,1104872766.0,1437815206.0,138833846.0,1161796827.0,93653118.0,57548112.0,21493885.0,3328.0,19488.0,10.19,3.09,0.2
51,2022Q1,10145865.0,3821026.0,5822496.0,4697912.0,4663907.0,1663730167.0,177089244.0,1199357414.0,1565433744.0,194897542.0,1212678007.0,98296423.0,57548112.0,26125429.0,2739.0,20454.0,11.85,4.86,0.29
52,2022Q2,11972354.0,4272331.0,5785062.0,4680851.0,4645413.0,1691061895.0,188405480.0,1206862124.0,1588279814.0,217176920.0,1205567462.0,102782081.0,57612492.0,30625845.0,3099.0,21387.0,8.44,4.62,0.28
